"","folder","lambda","mu","nu","q","cond","crown_age","seed"
"463","data/0.2-0.1-0.5-0.1/143",0.2,0.1,0.5,0.1,1,8,143
"464","data/0.2-0.1-0.5-0.1/144",0.2,0.1,0.5,0.1,1,8,144
"465","data/0.2-0.1-0.5-0.1/145",0.2,0.1,0.5,0.1,1,8,145
"466","data/0.2-0.1-0.5-0.1/146",0.2,0.1,0.5,0.1,1,8,146
"467","data/0.2-0.1-0.5-0.1/147",0.2,0.1,0.5,0.1,1,8,147
"468","data/0.2-0.1-0.5-0.1/148",0.2,0.1,0.5,0.1,1,8,148
"469","data/0.2-0.1-0.5-0.1/149",0.2,0.1,0.5,0.1,1,8,149
"470","data/0.2-0.1-0.5-0.1/150",0.2,0.1,0.5,0.1,1,8,150
"471","data/0.2-0.1-0.5-0.1/151",0.2,0.1,0.5,0.1,1,8,151
"472","data/0.2-0.1-0.5-0.1/152",0.2,0.1,0.5,0.1,1,8,152
"473","data/0.2-0.1-0.5-0.1/153",0.2,0.1,0.5,0.1,1,8,153
"474","data/0.2-0.1-0.5-0.1/154",0.2,0.1,0.5,0.1,1,8,154
"475","data/0.2-0.1-0.5-0.1/155",0.2,0.1,0.5,0.1,1,8,155
"476","data/0.2-0.1-0.5-0.1/156",0.2,0.1,0.5,0.1,1,8,156
"477","data/0.2-0.1-0.5-0.1/157",0.2,0.1,0.5,0.1,1,8,157
"478","data/0.2-0.1-0.5-0.1/158",0.2,0.1,0.5,0.1,1,8,158
"479","data/0.2-0.1-0.5-0.1/159",0.2,0.1,0.5,0.1,1,8,159
"480","data/0.2-0.1-0.5-0.1/160",0.2,0.1,0.5,0.1,1,8,160
"481","data/0.2-0.1-0.5-0.15/361",0.2,0.1,0.5,0.15,1,8,361
"482","data/0.2-0.1-0.5-0.15/362",0.2,0.1,0.5,0.15,1,8,362
"483","data/0.2-0.1-0.5-0.15/363",0.2,0.1,0.5,0.15,1,8,363
"484","data/0.2-0.1-0.5-0.15/364",0.2,0.1,0.5,0.15,1,8,364
"485","data/0.2-0.1-0.5-0.15/365",0.2,0.1,0.5,0.15,1,8,365
"486","data/0.2-0.1-0.5-0.15/366",0.2,0.1,0.5,0.15,1,8,366
"487","data/0.2-0.1-0.5-0.15/367",0.2,0.1,0.5,0.15,1,8,367
"488","data/0.2-0.1-0.5-0.15/368",0.2,0.1,0.5,0.15,1,8,368
"489","data/0.2-0.1-0.5-0.15/369",0.2,0.1,0.5,0.15,1,8,369
"490","data/0.2-0.1-0.5-0.15/370",0.2,0.1,0.5,0.15,1,8,370
"491","data/0.2-0.1-0.5-0.15/371",0.2,0.1,0.5,0.15,1,8,371
"492","data/0.2-0.1-0.5-0.15/372",0.2,0.1,0.5,0.15,1,8,372
"493","data/0.2-0.1-0.5-0.15/373",0.2,0.1,0.5,0.15,1,8,373
"494","data/0.2-0.1-0.5-0.15/374",0.2,0.1,0.5,0.15,1,8,374
"495","data/0.2-0.1-0.5-0.15/375",0.2,0.1,0.5,0.15,1,8,375
"496","data/0.2-0.1-0.5-0.15/376",0.2,0.1,0.5,0.15,1,8,376
"497","data/0.2-0.1-0.5-0.15/377",0.2,0.1,0.5,0.15,1,8,377
"498","data/0.2-0.1-0.5-0.15/378",0.2,0.1,0.5,0.15,1,8,378
"499","data/0.2-0.1-0.5-0.15/379",0.2,0.1,0.5,0.15,1,8,379
"500","data/0.2-0.1-0.5-0.15/380",0.2,0.1,0.5,0.15,1,8,380
"501","data/0.2-0.1-0.5-0.15/381",0.2,0.1,0.5,0.15,1,8,381
"502","data/0.2-0.1-0.5-0.15/382",0.2,0.1,0.5,0.15,1,8,382
"503","data/0.2-0.1-0.5-0.15/383",0.2,0.1,0.5,0.15,1,8,383
"504","data/0.2-0.1-0.5-0.15/384",0.2,0.1,0.5,0.15,1,8,384
"505","data/0.2-0.1-0.5-0.15/385",0.2,0.1,0.5,0.15,1,8,385
"506","data/0.2-0.1-0.5-0.15/386",0.2,0.1,0.5,0.15,1,8,386
"507","data/0.2-0.1-0.5-0.15/387",0.2,0.1,0.5,0.15,1,8,387
"508","data/0.2-0.1-0.5-0.15/388",0.2,0.1,0.5,0.15,1,8,388
"509","data/0.2-0.1-0.5-0.15/389",0.2,0.1,0.5,0.15,1,8,389
"510","data/0.2-0.1-0.5-0.15/390",0.2,0.1,0.5,0.15,1,8,390
"511","data/0.2-0.1-0.5-0.15/391",0.2,0.1,0.5,0.15,1,8,391
"512","data/0.2-0.1-0.5-0.15/392",0.2,0.1,0.5,0.15,1,8,392
"513","data/0.2-0.1-0.5-0.15/393",0.2,0.1,0.5,0.15,1,8,393
"514","data/0.2-0.1-0.5-0.15/394",0.2,0.1,0.5,0.15,1,8,394
"515","data/0.2-0.1-0.5-0.15/395",0.2,0.1,0.5,0.15,1,8,395
"516","data/0.2-0.1-0.5-0.15/396",0.2,0.1,0.5,0.15,1,8,396
"517","data/0.2-0.1-0.5-0.15/397",0.2,0.1,0.5,0.15,1,8,397
"518","data/0.2-0.1-0.5-0.15/398",0.2,0.1,0.5,0.15,1,8,398
"519","data/0.2-0.1-0.5-0.15/399",0.2,0.1,0.5,0.15,1,8,399
"520","data/0.2-0.1-0.5-0.15/400",0.2,0.1,0.5,0.15,1,8,400
"521","data/0.2-0.1-0.5-0.2/601",0.2,0.1,0.5,0.2,1,8,601
"522","data/0.2-0.1-0.5-0.2/602",0.2,0.1,0.5,0.2,1,8,602
"523","data/0.2-0.1-0.5-0.2/603",0.2,0.1,0.5,0.2,1,8,603
"524","data/0.2-0.1-0.5-0.2/604",0.2,0.1,0.5,0.2,1,8,604
"525","data/0.2-0.1-0.5-0.2/605",0.2,0.1,0.5,0.2,1,8,605
"526","data/0.2-0.1-0.5-0.2/606",0.2,0.1,0.5,0.2,1,8,606
"527","data/0.2-0.1-0.5-0.2/607",0.2,0.1,0.5,0.2,1,8,607
"528","data/0.2-0.1-0.5-0.2/608",0.2,0.1,0.5,0.2,1,8,608
"529","data/0.2-0.1-0.5-0.2/609",0.2,0.1,0.5,0.2,1,8,609
"530","data/0.2-0.1-0.5-0.2/610",0.2,0.1,0.5,0.2,1,8,610
"531","data/0.2-0.1-0.5-0.2/611",0.2,0.1,0.5,0.2,1,8,611
"532","data/0.2-0.1-0.5-0.2/612",0.2,0.1,0.5,0.2,1,8,612
"533","data/0.2-0.1-0.5-0.2/613",0.2,0.1,0.5,0.2,1,8,613
"534","data/0.2-0.1-0.5-0.2/614",0.2,0.1,0.5,0.2,1,8,614
"535","data/0.2-0.1-0.5-0.2/615",0.2,0.1,0.5,0.2,1,8,615
"536","data/0.2-0.1-0.5-0.2/616",0.2,0.1,0.5,0.2,1,8,616
"537","data/0.2-0.1-0.5-0.2/617",0.2,0.1,0.5,0.2,1,8,617
"538","data/0.2-0.1-0.5-0.2/618",0.2,0.1,0.5,0.2,1,8,618
"539","data/0.2-0.1-0.5-0.2/619",0.2,0.1,0.5,0.2,1,8,619
"540","data/0.2-0.1-0.5-0.2/620",0.2,0.1,0.5,0.2,1,8,620
"541","data/0.2-0.1-0.5-0.2/621",0.2,0.1,0.5,0.2,1,8,621
"542","data/0.2-0.1-0.5-0.2/622",0.2,0.1,0.5,0.2,1,8,622
"543","data/0.2-0.1-0.5-0.2/623",0.2,0.1,0.5,0.2,1,8,623
"544","data/0.2-0.1-0.5-0.2/624",0.2,0.1,0.5,0.2,1,8,624
"545","data/0.2-0.1-0.5-0.2/625",0.2,0.1,0.5,0.2,1,8,625
"546","data/0.2-0.1-0.5-0.2/626",0.2,0.1,0.5,0.2,1,8,626
"547","data/0.2-0.1-0.5-0.2/627",0.2,0.1,0.5,0.2,1,8,627
"548","data/0.2-0.1-0.5-0.2/628",0.2,0.1,0.5,0.2,1,8,628
"549","data/0.2-0.1-0.5-0.2/629",0.2,0.1,0.5,0.2,1,8,629
"550","data/0.2-0.1-0.5-0.2/630",0.2,0.1,0.5,0.2,1,8,630
"551","data/0.2-0.1-0.5-0.2/631",0.2,0.1,0.5,0.2,1,8,631
"552","data/0.2-0.1-0.5-0.2/632",0.2,0.1,0.5,0.2,1,8,632
"553","data/0.2-0.1-0.5-0.2/633",0.2,0.1,0.5,0.2,1,8,633
"554","data/0.2-0.1-0.5-0.2/634",0.2,0.1,0.5,0.2,1,8,634
"555","data/0.2-0.1-0.5-0.2/635",0.2,0.1,0.5,0.2,1,8,635
"556","data/0.2-0.1-0.5-0.2/636",0.2,0.1,0.5,0.2,1,8,636
"557","data/0.2-0.1-0.5-0.2/637",0.2,0.1,0.5,0.2,1,8,637
"558","data/0.2-0.1-0.5-0.2/638",0.2,0.1,0.5,0.2,1,8,638
"559","data/0.2-0.1-0.5-0.2/639",0.2,0.1,0.5,0.2,1,8,639
"560","data/0.2-0.1-0.5-0.2/640",0.2,0.1,0.5,0.2,1,8,640
"561","data/0.2-0.1-1-0.1/201",0.2,0.1,1,0.1,1,8,201
"562","data/0.2-0.1-1-0.1/202",0.2,0.1,1,0.1,1,8,202
"563","data/0.2-0.1-1-0.1/203",0.2,0.1,1,0.1,1,8,203
"564","data/0.2-0.1-1-0.1/204",0.2,0.1,1,0.1,1,8,204
"565","data/0.2-0.1-1-0.1/205",0.2,0.1,1,0.1,1,8,205
"566","data/0.2-0.1-1-0.1/206",0.2,0.1,1,0.1,1,8,206
"567","data/0.2-0.1-1-0.1/207",0.2,0.1,1,0.1,1,8,207
"568","data/0.2-0.1-1-0.1/208",0.2,0.1,1,0.1,1,8,208
"569","data/0.2-0.1-1-0.1/209",0.2,0.1,1,0.1,1,8,209
"570","data/0.2-0.1-1-0.1/210",0.2,0.1,1,0.1,1,8,210
"571","data/0.2-0.1-1-0.1/211",0.2,0.1,1,0.1,1,8,211
"572","data/0.2-0.1-1-0.1/212",0.2,0.1,1,0.1,1,8,212
"573","data/0.2-0.1-1-0.1/213",0.2,0.1,1,0.1,1,8,213
"574","data/0.2-0.1-1-0.1/214",0.2,0.1,1,0.1,1,8,214
"575","data/0.2-0.1-1-0.1/215",0.2,0.1,1,0.1,1,8,215
"576","data/0.2-0.1-1-0.1/216",0.2,0.1,1,0.1,1,8,216
"577","data/0.2-0.1-1-0.1/217",0.2,0.1,1,0.1,1,8,217
"578","data/0.2-0.1-1-0.1/218",0.2,0.1,1,0.1,1,8,218
"579","data/0.2-0.1-1-0.1/219",0.2,0.1,1,0.1,1,8,219
"580","data/0.2-0.1-1-0.1/220",0.2,0.1,1,0.1,1,8,220
"581","data/0.2-0.1-1-0.1/221",0.2,0.1,1,0.1,1,8,221
"582","data/0.2-0.1-1-0.1/222",0.2,0.1,1,0.1,1,8,222
"583","data/0.2-0.1-1-0.1/223",0.2,0.1,1,0.1,1,8,223
"584","data/0.2-0.1-1-0.1/224",0.2,0.1,1,0.1,1,8,224
"585","data/0.2-0.1-1-0.1/225",0.2,0.1,1,0.1,1,8,225
"586","data/0.2-0.1-1-0.1/226",0.2,0.1,1,0.1,1,8,226
"587","data/0.2-0.1-1-0.1/227",0.2,0.1,1,0.1,1,8,227
"588","data/0.2-0.1-1-0.1/228",0.2,0.1,1,0.1,1,8,228
"589","data/0.2-0.1-1-0.1/229",0.2,0.1,1,0.1,1,8,229
"590","data/0.2-0.1-1-0.1/230",0.2,0.1,1,0.1,1,8,230
"591","data/0.2-0.1-1-0.1/231",0.2,0.1,1,0.1,1,8,231
"592","data/0.2-0.1-1-0.1/232",0.2,0.1,1,0.1,1,8,232
"593","data/0.2-0.1-1-0.1/233",0.2,0.1,1,0.1,1,8,233
"594","data/0.2-0.1-1-0.1/234",0.2,0.1,1,0.1,1,8,234
"595","data/0.2-0.1-1-0.1/235",0.2,0.1,1,0.1,1,8,235
"596","data/0.2-0.1-1-0.1/236",0.2,0.1,1,0.1,1,8,236
"597","data/0.2-0.1-1-0.1/237",0.2,0.1,1,0.1,1,8,237
"598","data/0.2-0.1-1-0.1/238",0.2,0.1,1,0.1,1,8,238
"599","data/0.2-0.1-1-0.1/239",0.2,0.1,1,0.1,1,8,239
"600","data/0.2-0.1-1-0.1/240",0.2,0.1,1,0.1,1,8,240
"601","data/0.2-0.1-1-0.15/441",0.2,0.1,1,0.15,1,8,441
"602","data/0.2-0.1-1-0.15/442",0.2,0.1,1,0.15,1,8,442
"603","data/0.2-0.1-1-0.15/443",0.2,0.1,1,0.15,1,8,443
"604","data/0.2-0.1-1-0.15/444",0.2,0.1,1,0.15,1,8,444
"605","data/0.2-0.1-1-0.15/445",0.2,0.1,1,0.15,1,8,445
"606","data/0.2-0.1-1-0.15/446",0.2,0.1,1,0.15,1,8,446
"607","data/0.2-0.1-1-0.15/447",0.2,0.1,1,0.15,1,8,447
"608","data/0.2-0.1-1-0.15/448",0.2,0.1,1,0.15,1,8,448
"609","data/0.2-0.1-1-0.15/449",0.2,0.1,1,0.15,1,8,449
"610","data/0.2-0.1-1-0.15/450",0.2,0.1,1,0.15,1,8,450
"611","data/0.2-0.1-1-0.15/451",0.2,0.1,1,0.15,1,8,451
"612","data/0.2-0.1-1-0.15/452",0.2,0.1,1,0.15,1,8,452
"613","data/0.2-0.1-1-0.15/453",0.2,0.1,1,0.15,1,8,453
"614","data/0.2-0.1-1-0.15/454",0.2,0.1,1,0.15,1,8,454
"615","data/0.2-0.1-1-0.15/455",0.2,0.1,1,0.15,1,8,455
"616","data/0.2-0.1-1-0.15/456",0.2,0.1,1,0.15,1,8,456
"617","data/0.2-0.1-1-0.15/457",0.2,0.1,1,0.15,1,8,457
"618","data/0.2-0.1-1-0.15/458",0.2,0.1,1,0.15,1,8,458
"619","data/0.2-0.1-1-0.15/459",0.2,0.1,1,0.15,1,8,459
"620","data/0.2-0.1-1-0.15/460",0.2,0.1,1,0.15,1,8,460
"621","data/0.2-0.1-1-0.15/461",0.2,0.1,1,0.15,1,8,461
"622","data/0.2-0.1-1-0.15/462",0.2,0.1,1,0.15,1,8,462
"623","data/0.2-0.1-1-0.15/463",0.2,0.1,1,0.15,1,8,463
"624","data/0.2-0.1-1-0.15/464",0.2,0.1,1,0.15,1,8,464
"625","data/0.2-0.1-1-0.15/465",0.2,0.1,1,0.15,1,8,465
"626","data/0.2-0.1-1-0.15/466",0.2,0.1,1,0.15,1,8,466
"627","data/0.2-0.1-1-0.15/467",0.2,0.1,1,0.15,1,8,467
"628","data/0.2-0.1-1-0.15/468",0.2,0.1,1,0.15,1,8,468
"629","data/0.2-0.1-1-0.15/469",0.2,0.1,1,0.15,1,8,469
"630","data/0.2-0.1-1-0.15/470",0.2,0.1,1,0.15,1,8,470
"631","data/0.2-0.1-1-0.15/471",0.2,0.1,1,0.15,1,8,471
"632","data/0.2-0.1-1-0.15/472",0.2,0.1,1,0.15,1,8,472
"633","data/0.2-0.1-1-0.15/473",0.2,0.1,1,0.15,1,8,473
"634","data/0.2-0.1-1-0.15/474",0.2,0.1,1,0.15,1,8,474
"635","data/0.2-0.1-1-0.15/475",0.2,0.1,1,0.15,1,8,475
"636","data/0.2-0.1-1-0.15/476",0.2,0.1,1,0.15,1,8,476
"637","data/0.2-0.1-1-0.15/477",0.2,0.1,1,0.15,1,8,477
"638","data/0.2-0.1-1-0.15/478",0.2,0.1,1,0.15,1,8,478
"639","data/0.2-0.1-1-0.15/479",0.2,0.1,1,0.15,1,8,479
"640","data/0.2-0.1-1-0.15/480",0.2,0.1,1,0.15,1,8,480
"641","data/0.2-0.1-1-0.2/681",0.2,0.1,1,0.2,1,8,681
"642","data/0.2-0.1-1-0.2/682",0.2,0.1,1,0.2,1,8,682
"643","data/0.2-0.1-1-0.2/683",0.2,0.1,1,0.2,1,8,683
"644","data/0.2-0.1-1-0.2/684",0.2,0.1,1,0.2,1,8,684
"645","data/0.2-0.1-1-0.2/685",0.2,0.1,1,0.2,1,8,685
"646","data/0.2-0.1-1-0.2/686",0.2,0.1,1,0.2,1,8,686
"647","data/0.2-0.1-1-0.2/687",0.2,0.1,1,0.2,1,8,687
"648","data/0.2-0.1-1-0.2/688",0.2,0.1,1,0.2,1,8,688
"649","data/0.2-0.1-1-0.2/689",0.2,0.1,1,0.2,1,8,689
"650","data/0.2-0.1-1-0.2/690",0.2,0.1,1,0.2,1,8,690
"651","data/0.2-0.1-1-0.2/691",0.2,0.1,1,0.2,1,8,691
"652","data/0.2-0.1-1-0.2/692",0.2,0.1,1,0.2,1,8,692
"653","data/0.2-0.1-1-0.2/693",0.2,0.1,1,0.2,1,8,693
"654","data/0.2-0.1-1-0.2/694",0.2,0.1,1,0.2,1,8,694
"655","data/0.2-0.1-1-0.2/695",0.2,0.1,1,0.2,1,8,695
"656","data/0.2-0.1-1-0.2/696",0.2,0.1,1,0.2,1,8,696
"657","data/0.2-0.1-1-0.2/697",0.2,0.1,1,0.2,1,8,697
"658","data/0.2-0.1-1-0.2/698",0.2,0.1,1,0.2,1,8,698
"659","data/0.2-0.1-1-0.2/699",0.2,0.1,1,0.2,1,8,699
"660","data/0.2-0.1-1-0.2/700",0.2,0.1,1,0.2,1,8,700
"661","data/0.2-0.1-1-0.2/701",0.2,0.1,1,0.2,1,8,701
"662","data/0.2-0.1-1-0.2/702",0.2,0.1,1,0.2,1,8,702
"663","data/0.2-0.1-1-0.2/703",0.2,0.1,1,0.2,1,8,703
"664","data/0.2-0.1-1-0.2/704",0.2,0.1,1,0.2,1,8,704
"665","data/0.2-0.1-1-0.2/705",0.2,0.1,1,0.2,1,8,705
"666","data/0.2-0.1-1-0.2/706",0.2,0.1,1,0.2,1,8,706
"667","data/0.2-0.1-1-0.2/707",0.2,0.1,1,0.2,1,8,707
"668","data/0.2-0.1-1-0.2/708",0.2,0.1,1,0.2,1,8,708
"669","data/0.2-0.1-1-0.2/709",0.2,0.1,1,0.2,1,8,709
"670","data/0.2-0.1-1-0.2/710",0.2,0.1,1,0.2,1,8,710
"671","data/0.2-0.1-1-0.2/711",0.2,0.1,1,0.2,1,8,711
"672","data/0.2-0.1-1-0.2/712",0.2,0.1,1,0.2,1,8,712
"673","data/0.2-0.1-1-0.2/713",0.2,0.1,1,0.2,1,8,713
"674","data/0.2-0.1-1-0.2/714",0.2,0.1,1,0.2,1,8,714
"675","data/0.2-0.1-1-0.2/715",0.2,0.1,1,0.2,1,8,715
"676","data/0.2-0.1-1-0.2/716",0.2,0.1,1,0.2,1,8,716
"677","data/0.2-0.1-1-0.2/717",0.2,0.1,1,0.2,1,8,717
"678","data/0.2-0.1-1-0.2/718",0.2,0.1,1,0.2,1,8,718
"679","data/0.2-0.1-1-0.2/719",0.2,0.1,1,0.2,1,8,719
"680","data/0.2-0.1-1-0.2/720",0.2,0.1,1,0.2,1,8,720
"681","data/0.2-0.1-1.5-0.1/281",0.2,0.1,1.5,0.1,1,8,281
"682","data/0.2-0.1-1.5-0.1/282",0.2,0.1,1.5,0.1,1,8,282
"683","data/0.2-0.1-1.5-0.1/283",0.2,0.1,1.5,0.1,1,8,283
"684","data/0.2-0.1-1.5-0.1/284",0.2,0.1,1.5,0.1,1,8,284
"685","data/0.2-0.1-1.5-0.1/285",0.2,0.1,1.5,0.1,1,8,285
"686","data/0.2-0.1-1.5-0.1/286",0.2,0.1,1.5,0.1,1,8,286
"687","data/0.2-0.1-1.5-0.1/287",0.2,0.1,1.5,0.1,1,8,287
"688","data/0.2-0.1-1.5-0.1/288",0.2,0.1,1.5,0.1,1,8,288
"689","data/0.2-0.1-1.5-0.1/289",0.2,0.1,1.5,0.1,1,8,289
"690","data/0.2-0.1-1.5-0.1/290",0.2,0.1,1.5,0.1,1,8,290
"691","data/0.2-0.1-1.5-0.1/291",0.2,0.1,1.5,0.1,1,8,291
"692","data/0.2-0.1-1.5-0.1/292",0.2,0.1,1.5,0.1,1,8,292
"693","data/0.2-0.1-1.5-0.1/293",0.2,0.1,1.5,0.1,1,8,293
"694","data/0.2-0.1-1.5-0.1/294",0.2,0.1,1.5,0.1,1,8,294
"695","data/0.2-0.1-1.5-0.1/295",0.2,0.1,1.5,0.1,1,8,295
"696","data/0.2-0.1-1.5-0.1/296",0.2,0.1,1.5,0.1,1,8,296
"697","data/0.2-0.1-1.5-0.1/297",0.2,0.1,1.5,0.1,1,8,297
"698","data/0.2-0.1-1.5-0.1/298",0.2,0.1,1.5,0.1,1,8,298
"699","data/0.2-0.1-1.5-0.1/299",0.2,0.1,1.5,0.1,1,8,299
"700","data/0.2-0.1-1.5-0.1/300",0.2,0.1,1.5,0.1,1,8,300
"701","data/0.2-0.1-1.5-0.1/301",0.2,0.1,1.5,0.1,1,8,301
"702","data/0.2-0.1-1.5-0.1/302",0.2,0.1,1.5,0.1,1,8,302
"703","data/0.2-0.1-1.5-0.1/303",0.2,0.1,1.5,0.1,1,8,303
"704","data/0.2-0.1-1.5-0.1/304",0.2,0.1,1.5,0.1,1,8,304
"705","data/0.2-0.1-1.5-0.1/305",0.2,0.1,1.5,0.1,1,8,305
"706","data/0.2-0.1-1.5-0.1/306",0.2,0.1,1.5,0.1,1,8,306
"707","data/0.2-0.1-1.5-0.1/307",0.2,0.1,1.5,0.1,1,8,307
"708","data/0.2-0.1-1.5-0.1/308",0.2,0.1,1.5,0.1,1,8,308
"709","data/0.2-0.1-1.5-0.1/309",0.2,0.1,1.5,0.1,1,8,309
"710","data/0.2-0.1-1.5-0.1/310",0.2,0.1,1.5,0.1,1,8,310
"711","data/0.2-0.1-1.5-0.1/311",0.2,0.1,1.5,0.1,1,8,311
"712","data/0.2-0.1-1.5-0.1/312",0.2,0.1,1.5,0.1,1,8,312
"713","data/0.2-0.1-1.5-0.1/313",0.2,0.1,1.5,0.1,1,8,313
"714","data/0.2-0.1-1.5-0.1/314",0.2,0.1,1.5,0.1,1,8,314
"715","data/0.2-0.1-1.5-0.1/315",0.2,0.1,1.5,0.1,1,8,315
"716","data/0.2-0.1-1.5-0.1/316",0.2,0.1,1.5,0.1,1,8,316
"717","data/0.2-0.1-1.5-0.1/317",0.2,0.1,1.5,0.1,1,8,317
"718","data/0.2-0.1-1.5-0.1/318",0.2,0.1,1.5,0.1,1,8,318
"719","data/0.2-0.1-1.5-0.1/319",0.2,0.1,1.5,0.1,1,8,319
"720","data/0.2-0.1-1.5-0.1/320",0.2,0.1,1.5,0.1,1,8,320
"721","data/0.2-0.1-1.5-0.15/521",0.2,0.1,1.5,0.15,1,8,521
"722","data/0.2-0.1-1.5-0.15/522",0.2,0.1,1.5,0.15,1,8,522
"723","data/0.2-0.1-1.5-0.15/523",0.2,0.1,1.5,0.15,1,8,523
"724","data/0.2-0.1-1.5-0.15/524",0.2,0.1,1.5,0.15,1,8,524
"725","data/0.2-0.1-1.5-0.15/525",0.2,0.1,1.5,0.15,1,8,525
"726","data/0.2-0.1-1.5-0.15/526",0.2,0.1,1.5,0.15,1,8,526
"727","data/0.2-0.1-1.5-0.15/527",0.2,0.1,1.5,0.15,1,8,527
"728","data/0.2-0.1-1.5-0.15/528",0.2,0.1,1.5,0.15,1,8,528
"729","data/0.2-0.1-1.5-0.15/529",0.2,0.1,1.5,0.15,1,8,529
"730","data/0.2-0.1-1.5-0.15/530",0.2,0.1,1.5,0.15,1,8,530
"731","data/0.2-0.1-1.5-0.15/531",0.2,0.1,1.5,0.15,1,8,531
"732","data/0.2-0.1-1.5-0.15/532",0.2,0.1,1.5,0.15,1,8,532
"733","data/0.2-0.1-1.5-0.15/533",0.2,0.1,1.5,0.15,1,8,533
"734","data/0.2-0.1-1.5-0.15/534",0.2,0.1,1.5,0.15,1,8,534
"735","data/0.2-0.1-1.5-0.15/535",0.2,0.1,1.5,0.15,1,8,535
"736","data/0.2-0.1-1.5-0.15/536",0.2,0.1,1.5,0.15,1,8,536
"737","data/0.2-0.1-1.5-0.15/537",0.2,0.1,1.5,0.15,1,8,537
"738","data/0.2-0.1-1.5-0.15/538",0.2,0.1,1.5,0.15,1,8,538
"739","data/0.2-0.1-1.5-0.15/539",0.2,0.1,1.5,0.15,1,8,539
"740","data/0.2-0.1-1.5-0.15/540",0.2,0.1,1.5,0.15,1,8,540
"741","data/0.2-0.1-1.5-0.15/541",0.2,0.1,1.5,0.15,1,8,541
"742","data/0.2-0.1-1.5-0.15/542",0.2,0.1,1.5,0.15,1,8,542
"743","data/0.2-0.1-1.5-0.15/543",0.2,0.1,1.5,0.15,1,8,543
"744","data/0.2-0.1-1.5-0.15/544",0.2,0.1,1.5,0.15,1,8,544
"745","data/0.2-0.1-1.5-0.15/545",0.2,0.1,1.5,0.15,1,8,545
"746","data/0.2-0.1-1.5-0.15/546",0.2,0.1,1.5,0.15,1,8,546
"747","data/0.2-0.1-1.5-0.15/547",0.2,0.1,1.5,0.15,1,8,547
"748","data/0.2-0.1-1.5-0.15/548",0.2,0.1,1.5,0.15,1,8,548
"749","data/0.2-0.1-1.5-0.15/549",0.2,0.1,1.5,0.15,1,8,549
"750","data/0.2-0.1-1.5-0.15/550",0.2,0.1,1.5,0.15,1,8,550
"751","data/0.2-0.1-1.5-0.15/551",0.2,0.1,1.5,0.15,1,8,551
"752","data/0.2-0.1-1.5-0.15/552",0.2,0.1,1.5,0.15,1,8,552
"753","data/0.2-0.1-1.5-0.15/553",0.2,0.1,1.5,0.15,1,8,553
"754","data/0.2-0.1-1.5-0.15/554",0.2,0.1,1.5,0.15,1,8,554
"755","data/0.2-0.1-1.5-0.15/555",0.2,0.1,1.5,0.15,1,8,555
"756","data/0.2-0.1-1.5-0.15/556",0.2,0.1,1.5,0.15,1,8,556
"757","data/0.2-0.1-1.5-0.15/557",0.2,0.1,1.5,0.15,1,8,557
"758","data/0.2-0.1-1.5-0.15/558",0.2,0.1,1.5,0.15,1,8,558
"759","data/0.2-0.1-1.5-0.15/559",0.2,0.1,1.5,0.15,1,8,559
"760","data/0.2-0.1-1.5-0.15/560",0.2,0.1,1.5,0.15,1,8,560
"761","data/0.2-0.1-1.5-0.2/761",0.2,0.1,1.5,0.2,1,8,761
"762","data/0.2-0.1-1.5-0.2/762",0.2,0.1,1.5,0.2,1,8,762
"763","data/0.2-0.1-1.5-0.2/763",0.2,0.1,1.5,0.2,1,8,763
"764","data/0.2-0.1-1.5-0.2/764",0.2,0.1,1.5,0.2,1,8,764
"765","data/0.2-0.1-1.5-0.2/765",0.2,0.1,1.5,0.2,1,8,765
"766","data/0.2-0.1-1.5-0.2/766",0.2,0.1,1.5,0.2,1,8,766
"767","data/0.2-0.1-1.5-0.2/767",0.2,0.1,1.5,0.2,1,8,767
"768","data/0.2-0.1-1.5-0.2/768",0.2,0.1,1.5,0.2,1,8,768
"769","data/0.2-0.1-1.5-0.2/769",0.2,0.1,1.5,0.2,1,8,769
"770","data/0.2-0.1-1.5-0.2/770",0.2,0.1,1.5,0.2,1,8,770
"771","data/0.2-0.1-1.5-0.2/771",0.2,0.1,1.5,0.2,1,8,771
"772","data/0.2-0.1-1.5-0.2/772",0.2,0.1,1.5,0.2,1,8,772
"773","data/0.2-0.1-1.5-0.2/773",0.2,0.1,1.5,0.2,1,8,773
"774","data/0.2-0.1-1.5-0.2/774",0.2,0.1,1.5,0.2,1,8,774
"775","data/0.2-0.1-1.5-0.2/775",0.2,0.1,1.5,0.2,1,8,775
"776","data/0.2-0.1-1.5-0.2/776",0.2,0.1,1.5,0.2,1,8,776
"777","data/0.2-0.1-1.5-0.2/777",0.2,0.1,1.5,0.2,1,8,777
"778","data/0.2-0.1-1.5-0.2/778",0.2,0.1,1.5,0.2,1,8,778
"779","data/0.2-0.1-1.5-0.2/779",0.2,0.1,1.5,0.2,1,8,779
"780","data/0.2-0.1-1.5-0.2/780",0.2,0.1,1.5,0.2,1,8,780
"781","data/0.2-0.1-1.5-0.2/781",0.2,0.1,1.5,0.2,1,8,781
"782","data/0.2-0.1-1.5-0.2/782",0.2,0.1,1.5,0.2,1,8,782
"783","data/0.2-0.1-1.5-0.2/783",0.2,0.1,1.5,0.2,1,8,783
