"","folder","n_taxa"
"310","data/0.2-0-1.5-0.1/270",23
"311","data/0.2-0-1.5-0.1/271",25
"312","data/0.2-0-1.5-0.1/272",72
"313","data/0.2-0-1.5-0.1/273",18
"314","data/0.2-0-1.5-0.1/274",22
"315","data/0.2-0-1.5-0.1/275",45
"316","data/0.2-0-1.5-0.1/276",35
"317","data/0.2-0-1.5-0.1/277",11
"318","data/0.2-0-1.5-0.1/278",24
"319","data/0.2-0-1.5-0.1/279",41
"320","data/0.2-0-1.5-0.1/280",48
"321","data/0.2-0-1.5-0.15/481",91
"322","data/0.2-0-1.5-0.15/482",24
"323","data/0.2-0-1.5-0.15/483",9
"324","data/0.2-0-1.5-0.15/484",67
"325","data/0.2-0-1.5-0.15/485",19
"326","data/0.2-0-1.5-0.15/486",29
"327","data/0.2-0-1.5-0.15/487",75
"328","data/0.2-0-1.5-0.15/488",30
"329","data/0.2-0-1.5-0.15/489",38
"330","data/0.2-0-1.5-0.15/490",33
"331","data/0.2-0-1.5-0.15/491",17
"332","data/0.2-0-1.5-0.15/492",29
"333","data/0.2-0-1.5-0.15/493",26
"334","data/0.2-0-1.5-0.15/494",9
"335","data/0.2-0-1.5-0.15/495",21
"336","data/0.2-0-1.5-0.15/496",46
"337","data/0.2-0-1.5-0.15/497",99
"338","data/0.2-0-1.5-0.15/498",47
"339","data/0.2-0-1.5-0.15/499",28
"340","data/0.2-0-1.5-0.15/500",22
"341","data/0.2-0-1.5-0.15/501",46
"342","data/0.2-0-1.5-0.15/502",51
"343","data/0.2-0-1.5-0.15/503",144
"344","data/0.2-0-1.5-0.15/504",15
"345","data/0.2-0-1.5-0.15/505",16
"346","data/0.2-0-1.5-0.15/506",54
"347","data/0.2-0-1.5-0.15/507",142
"348","data/0.2-0-1.5-0.15/508",20
"349","data/0.2-0-1.5-0.15/509",61
"350","data/0.2-0-1.5-0.15/510",14
"351","data/0.2-0-1.5-0.15/511",91
"352","data/0.2-0-1.5-0.15/512",33
"353","data/0.2-0-1.5-0.15/513",21
"354","data/0.2-0-1.5-0.15/514",192
"355","data/0.2-0-1.5-0.15/515",54
"356","data/0.2-0-1.5-0.15/516",63
"357","data/0.2-0-1.5-0.15/517",70
"358","data/0.2-0-1.5-0.15/518",29
"359","data/0.2-0-1.5-0.15/519",113
"360","data/0.2-0-1.5-0.15/520",5
"361","data/0.2-0-1.5-0.2/721",54
"362","data/0.2-0-1.5-0.2/722",118
"363","data/0.2-0-1.5-0.2/723",192
"364","data/0.2-0-1.5-0.2/724",28
"365","data/0.2-0-1.5-0.2/725",123
"366","data/0.2-0-1.5-0.2/726",72
"367","data/0.2-0-1.5-0.2/727",205
"368","data/0.2-0-1.5-0.2/728",27
"369","data/0.2-0-1.5-0.2/729",14
"370","data/0.2-0-1.5-0.2/730",101
"371","data/0.2-0-1.5-0.2/731",36
"372","data/0.2-0-1.5-0.2/732",120
"373","data/0.2-0-1.5-0.2/733",162
"374","data/0.2-0-1.5-0.2/734",26
"375","data/0.2-0-1.5-0.2/735",180
"376","data/0.2-0-1.5-0.2/736",24
"377","data/0.2-0-1.5-0.2/737",59
"378","data/0.2-0-1.5-0.2/738",76
"379","data/0.2-0-1.5-0.2/739",25
"380","data/0.2-0-1.5-0.2/740",128
"381","data/0.2-0-1.5-0.2/741",8
"382","data/0.2-0-1.5-0.2/742",98
"383","data/0.2-0-1.5-0.2/743",15
"384","data/0.2-0-1.5-0.2/744",43
"385","data/0.2-0-1.5-0.2/745",30
"386","data/0.2-0-1.5-0.2/746",368
"387","data/0.2-0-1.5-0.2/747",156
"388","data/0.2-0-1.5-0.2/748",62
"389","data/0.2-0-1.5-0.2/749",667
"390","data/0.2-0-1.5-0.2/750",577
"391","data/0.2-0-1.5-0.2/751",13
"392","data/0.2-0-1.5-0.2/752",84
"393","data/0.2-0-1.5-0.2/753",95
"394","data/0.2-0-1.5-0.2/754",208
"395","data/0.2-0-1.5-0.2/755",40
"396","data/0.2-0-1.5-0.2/756",269
"397","data/0.2-0-1.5-0.2/757",346
"398","data/0.2-0-1.5-0.2/758",205
"399","data/0.2-0-1.5-0.2/759",34
"400","data/0.2-0-1.5-0.2/760",114
"401","data/0.2-0.1-0-0/41",2
"402","data/0.2-0.1-0-0/42",5
"403","data/0.2-0.1-0-0/43",5
"404","data/0.2-0.1-0-0/44",9
"405","data/0.2-0.1-0-0/45",21
"406","data/0.2-0.1-0-0/46",14
"407","data/0.2-0.1-0-0/47",7
"408","data/0.2-0.1-0-0/48",16
"409","data/0.2-0.1-0-0/49",10
"410","data/0.2-0.1-0-0/50",8
"411","data/0.2-0.1-0-0/51",11
"412","data/0.2-0.1-0-0/52",4
"413","data/0.2-0.1-0-0/53",3
"414","data/0.2-0.1-0-0/54",7
"415","data/0.2-0.1-0-0/55",6
"416","data/0.2-0.1-0-0/56",3
"417","data/0.2-0.1-0-0/57",8
"418","data/0.2-0.1-0-0/58",5
"419","data/0.2-0.1-0-0/59",9
"420","data/0.2-0.1-0-0/60",8
"421","data/0.2-0.1-0-0/61",7
"422","data/0.2-0.1-0-0/62",11
"423","data/0.2-0.1-0-0/63",10
"424","data/0.2-0.1-0-0/64",2
"425","data/0.2-0.1-0-0/65",3
"426","data/0.2-0.1-0-0/66",6
"427","data/0.2-0.1-0-0/67",7
"428","data/0.2-0.1-0-0/68",5
"429","data/0.2-0.1-0-0/69",4
"430","data/0.2-0.1-0-0/70",13
"431","data/0.2-0.1-0-0/71",14
"432","data/0.2-0.1-0-0/72",6
"433","data/0.2-0.1-0-0/73",2
"434","data/0.2-0.1-0-0/74",3
"435","data/0.2-0.1-0-0/75",5
"436","data/0.2-0.1-0-0/76",13
"437","data/0.2-0.1-0-0/77",5
"438","data/0.2-0.1-0-0/78",7
"439","data/0.2-0.1-0-0/79",9
"440","data/0.2-0.1-0-0/80",4
"441","data/0.2-0.1-0.5-0.1/121",10
"442","data/0.2-0.1-0.5-0.1/122",12
"443","data/0.2-0.1-0.5-0.1/123",3
"444","data/0.2-0.1-0.5-0.1/124",17
"445","data/0.2-0.1-0.5-0.1/125",3
"446","data/0.2-0.1-0.5-0.1/126",6
"447","data/0.2-0.1-0.5-0.1/127",10
"448","data/0.2-0.1-0.5-0.1/128",16
"449","data/0.2-0.1-0.5-0.1/129",5
"450","data/0.2-0.1-0.5-0.1/130",16
"451","data/0.2-0.1-0.5-0.1/131",16
"452","data/0.2-0.1-0.5-0.1/132",12
"453","data/0.2-0.1-0.5-0.1/133",7
"454","data/0.2-0.1-0.5-0.1/134",9
"455","data/0.2-0.1-0.5-0.1/135",6
"456","data/0.2-0.1-0.5-0.1/136",5
"457","data/0.2-0.1-0.5-0.1/137",7
"458","data/0.2-0.1-0.5-0.1/138",3
"459","data/0.2-0.1-0.5-0.1/139",13
"460","data/0.2-0.1-0.5-0.1/140",16
"461","data/0.2-0.1-0.5-0.1/141",6
"462","data/0.2-0.1-0.5-0.1/142",13
"463","data/0.2-0.1-0.5-0.1/143",3
"464","data/0.2-0.1-0.5-0.1/144",8
"465","data/0.2-0.1-0.5-0.1/145",3
"466","data/0.2-0.1-0.5-0.1/146",8
"467","data/0.2-0.1-0.5-0.1/147",6
"468","data/0.2-0.1-0.5-0.1/148",8
"469","data/0.2-0.1-0.5-0.1/149",7
"470","data/0.2-0.1-0.5-0.1/150",8
"471","data/0.2-0.1-0.5-0.1/151",10
"472","data/0.2-0.1-0.5-0.1/152",5
"473","data/0.2-0.1-0.5-0.1/153",10
"474","data/0.2-0.1-0.5-0.1/154",10
"475","data/0.2-0.1-0.5-0.1/155",7
"476","data/0.2-0.1-0.5-0.1/156",8
"477","data/0.2-0.1-0.5-0.1/157",2
"478","data/0.2-0.1-0.5-0.1/158",7
"479","data/0.2-0.1-0.5-0.1/159",6
"480","data/0.2-0.1-0.5-0.1/160",14
"481","data/0.2-0.1-0.5-0.15/361",8
"482","data/0.2-0.1-0.5-0.15/362",15
"483","data/0.2-0.1-0.5-0.15/363",4
"484","data/0.2-0.1-0.5-0.15/364",15
"485","data/0.2-0.1-0.5-0.15/365",17
"486","data/0.2-0.1-0.5-0.15/366",8
"487","data/0.2-0.1-0.5-0.15/367",7
"488","data/0.2-0.1-0.5-0.15/368",7
"489","data/0.2-0.1-0.5-0.15/369",7
"490","data/0.2-0.1-0.5-0.15/370",18
"491","data/0.2-0.1-0.5-0.15/371",18
"492","data/0.2-0.1-0.5-0.15/372",4
"493","data/0.2-0.1-0.5-0.15/373",11
"494","data/0.2-0.1-0.5-0.15/374",29
"495","data/0.2-0.1-0.5-0.15/375",15
"496","data/0.2-0.1-0.5-0.15/376",7
"497","data/0.2-0.1-0.5-0.15/377",15
"498","data/0.2-0.1-0.5-0.15/378",21
"499","data/0.2-0.1-0.5-0.15/379",9
"500","data/0.2-0.1-0.5-0.15/380",10
"501","data/0.2-0.1-0.5-0.15/381",10
"502","data/0.2-0.1-0.5-0.15/382",11
"503","data/0.2-0.1-0.5-0.15/383",3
"504","data/0.2-0.1-0.5-0.15/384",2
"505","data/0.2-0.1-0.5-0.15/385",11
"506","data/0.2-0.1-0.5-0.15/386",3
"507","data/0.2-0.1-0.5-0.15/387",17
"508","data/0.2-0.1-0.5-0.15/388",19
"509","data/0.2-0.1-0.5-0.15/389",6
"510","data/0.2-0.1-0.5-0.15/390",14
"511","data/0.2-0.1-0.5-0.15/391",7
"512","data/0.2-0.1-0.5-0.15/392",5
"513","data/0.2-0.1-0.5-0.15/393",18
"514","data/0.2-0.1-0.5-0.15/394",7
"515","data/0.2-0.1-0.5-0.15/395",10
"516","data/0.2-0.1-0.5-0.15/396",10
"517","data/0.2-0.1-0.5-0.15/397",3
"518","data/0.2-0.1-0.5-0.15/398",13
"519","data/0.2-0.1-0.5-0.15/399",15
"520","data/0.2-0.1-0.5-0.15/400",6
"521","data/0.2-0.1-0.5-0.2/601",11
"522","data/0.2-0.1-0.5-0.2/602",10
"523","data/0.2-0.1-0.5-0.2/603",9
"524","data/0.2-0.1-0.5-0.2/604",10
"525","data/0.2-0.1-0.5-0.2/605",12
"526","data/0.2-0.1-0.5-0.2/606",21
"527","data/0.2-0.1-0.5-0.2/607",10
"528","data/0.2-0.1-0.5-0.2/608",10
"529","data/0.2-0.1-0.5-0.2/609",15
"530","data/0.2-0.1-0.5-0.2/610",2
"531","data/0.2-0.1-0.5-0.2/611",8
"532","data/0.2-0.1-0.5-0.2/612",5
"533","data/0.2-0.1-0.5-0.2/613",8
"534","data/0.2-0.1-0.5-0.2/614",2
"535","data/0.2-0.1-0.5-0.2/615",6
"536","data/0.2-0.1-0.5-0.2/616",36
"537","data/0.2-0.1-0.5-0.2/617",29
"538","data/0.2-0.1-0.5-0.2/618",4
"539","data/0.2-0.1-0.5-0.2/619",15
"540","data/0.2-0.1-0.5-0.2/620",12
"541","data/0.2-0.1-0.5-0.2/621",8
"542","data/0.2-0.1-0.5-0.2/622",13
"543","data/0.2-0.1-0.5-0.2/623",23
"544","data/0.2-0.1-0.5-0.2/624",2
"545","data/0.2-0.1-0.5-0.2/625",9
"546","data/0.2-0.1-0.5-0.2/626",6
"547","data/0.2-0.1-0.5-0.2/627",21
"548","data/0.2-0.1-0.5-0.2/628",9
"549","data/0.2-0.1-0.5-0.2/629",13
"550","data/0.2-0.1-0.5-0.2/630",30
"551","data/0.2-0.1-0.5-0.2/631",10
"552","data/0.2-0.1-0.5-0.2/632",37
"553","data/0.2-0.1-0.5-0.2/633",17
"554","data/0.2-0.1-0.5-0.2/634",10
"555","data/0.2-0.1-0.5-0.2/635",14
"556","data/0.2-0.1-0.5-0.2/636",3
"557","data/0.2-0.1-0.5-0.2/637",12
"558","data/0.2-0.1-0.5-0.2/638",37
"559","data/0.2-0.1-0.5-0.2/639",10
"560","data/0.2-0.1-0.5-0.2/640",3
"561","data/0.2-0.1-1-0.1/201",11
"562","data/0.2-0.1-1-0.1/202",7
"563","data/0.2-0.1-1-0.1/203",4
"564","data/0.2-0.1-1-0.1/204",8
"565","data/0.2-0.1-1-0.1/205",5
"566","data/0.2-0.1-1-0.1/206",7
"567","data/0.2-0.1-1-0.1/207",20
"568","data/0.2-0.1-1-0.1/208",18
"569","data/0.2-0.1-1-0.1/209",14
"570","data/0.2-0.1-1-0.1/210",9
"571","data/0.2-0.1-1-0.1/211",4
"572","data/0.2-0.1-1-0.1/212",5
"573","data/0.2-0.1-1-0.1/213",17
"574","data/0.2-0.1-1-0.1/214",21
"575","data/0.2-0.1-1-0.1/215",22
"576","data/0.2-0.1-1-0.1/216",14
"577","data/0.2-0.1-1-0.1/217",6
"578","data/0.2-0.1-1-0.1/218",33
"579","data/0.2-0.1-1-0.1/219",12
"580","data/0.2-0.1-1-0.1/220",8
"581","data/0.2-0.1-1-0.1/221",10
"582","data/0.2-0.1-1-0.1/222",18
"583","data/0.2-0.1-1-0.1/223",39
"584","data/0.2-0.1-1-0.1/224",6
"585","data/0.2-0.1-1-0.1/225",14
"586","data/0.2-0.1-1-0.1/226",14
"587","data/0.2-0.1-1-0.1/227",2
"588","data/0.2-0.1-1-0.1/228",6
"589","data/0.2-0.1-1-0.1/229",2
"590","data/0.2-0.1-1-0.1/230",9
"591","data/0.2-0.1-1-0.1/231",42
"592","data/0.2-0.1-1-0.1/232",3
"593","data/0.2-0.1-1-0.1/233",14
"594","data/0.2-0.1-1-0.1/234",11
"595","data/0.2-0.1-1-0.1/235",6
"596","data/0.2-0.1-1-0.1/236",10
"597","data/0.2-0.1-1-0.1/237",9
"598","data/0.2-0.1-1-0.1/238",18
"599","data/0.2-0.1-1-0.1/239",10
"600","data/0.2-0.1-1-0.1/240",8
"601","data/0.2-0.1-1-0.15/441",5
"602","data/0.2-0.1-1-0.15/442",21
"603","data/0.2-0.1-1-0.15/443",27
"604","data/0.2-0.1-1-0.15/444",12
"605","data/0.2-0.1-1-0.15/445",4
"606","data/0.2-0.1-1-0.15/446",10
"607","data/0.2-0.1-1-0.15/447",24
"608","data/0.2-0.1-1-0.15/448",39
"609","data/0.2-0.1-1-0.15/449",7
"610","data/0.2-0.1-1-0.15/450",21
"611","data/0.2-0.1-1-0.15/451",44
"612","data/0.2-0.1-1-0.15/452",12
"613","data/0.2-0.1-1-0.15/453",4
"614","data/0.2-0.1-1-0.15/454",9
"615","data/0.2-0.1-1-0.15/455",8
"616","data/0.2-0.1-1-0.15/456",31
"617","data/0.2-0.1-1-0.15/457",12
"618","data/0.2-0.1-1-0.15/458",81
